year,day,elapsed_hours,temperature_c,precipitation_mm_h,surface_water_mm,root_water_mm,groundwater_mm,snow_mm,live_biomass_gm2,dry_biomass_gm2,soil_compaction,dust_gm2,fire_intensity,burn_scar,climate_temperature_offset_c,climate_moisture_multiplier,climate_wind_multiplier,climate_storm_frequency,climate_storm_intensity,climate_phase_shift_days,heatwave,cold_snap,rain_burst,wind_storm
1,15,360,-10.468914985656738,0.022319674491882324,0.0070541342720389366,52.642391204833984,30.340063095092773,10.703555107116699,25.803747177124023,23.496774673461914,2.2937995254324051E-06,1.8035930395126343,0,0,-0.73960524797439575,0.94848209619522095,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,30,720,-9.0132942199707031,0.01773298904299736,0.064331263303756714,52.641693115234375,30.341081619262695,11.365601539611816,22.702205657958984,24.399721145629883,4.088484729436459E-06,1.5251421928405762,0,0,-0.76327866315841675,0.94324588775634766,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,45,1080,-6.757382869720459,0.009600822813808918,0.014416664838790894,54.176647186279297,30.341896057128906,10.630084037780762,20.053184509277344,24.790119171142578,5.914265329920454E-06,1.4464068412780762,0,0,-0.83640152215957642,0.9311034083366394,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,60,1440,-3.2948784828186035,0.00457721296697855,0,61.227218627929688,30.41667366027832,4.3020768165588379,18.468093872070312,24.130928039550781,8.8050765043590218E-06,1.2456870079040527,0,0,-0.94967031478881836,0.91229456663131714,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,75,1800,0.53293544054031372,0.00072133977664634585,0,63.856746673583984,31.354095458984375,1.5492904186248779,18.220670700073242,22.268594741821289,1.411547782481648E-05,1.0170186758041382,0,0,-1.081578254699707,0.89039069414138794,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,90,2160,5.6543240547180176,0.00017926935106515884,0.0011346901301294565,63.318138122558594,33.891834259033203,0,19.170881271362305,20.34577751159668,2.0435378246475011E-05,0.79413217306137085,0,0,-1.2106186151504517,0.86896288394927979,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,105,2520,9.9160938262939453,5.4206770983000752E-07,0.00060511991614475846,63.094863891601562,34.145603179931641,0,22.77540397644043,18.589004516601562,2.6616209652274847E-05,0.52623450756072998,0,0,-1.3152846097946167,0.85158252716064453,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,120,2880,14.031063079833984,0,0.00033465982414782047,62.812007904052734,34.174861907958984,0,27.827724456787109,16.984336853027344,3.2738433219492435E-05,0.40149632096290588,0,0,-1.3740696907043457,0.84182101488113403,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,135,3240,17.623170852661133,0,0.0001214461590279825,62.393886566162109,34.168216705322266,0,32.544353485107422,15.626592636108398,3.8695958210155368E-05,0.35269904136657715,0,0,-1.3387799263000488,0.84693354368209839,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,150,3600,20.491001129150391,0,6.9510526373051107E-05,61.865264892578125,34.152622222900391,0,35.334098815917969,15.076109886169434,4.4221949792699888E-05,0.2737414538860321,0,0,-1.1209973096847534,0.87914001941680908,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
